nim,angkatan,fakultas,program_studi,jenis_kelamin,asal_provinsi,jalur_masuk,ukt_kelompok,beasiswa,tahun_ajaran,semester,mata_kuliah,sks,nilai_huruf,bobot_nilai,kehadiran_persen,nilai_tugas,nilai_uts,nilai_uas
23150003,2023,FTSL,Teknik Sipil,Perempuan,Lampung,Mandiri,5,Tidak,2021/2022,Genap,Tugas Akhir I,2,BC,2.5,70,65.6,67.0,65.2
23150003,2023,FTSL,Teknik Sipil,Perempuan,Lampung,Mandiri,5,Tidak,2021/2022,Genap,Kalkulus I,2,B,3.0,81,70.3,37.1,65.2
23150003,2023,FTSL,Teknik Sipil,Perempuan,Lampung,Mandiri,5,Tidak,2022/2023,Ganjil,Bahasa Inggris,2,C,2.0,56,50.9,24.7,44.6
23150003,2023,FTSL,Teknik Sipil,Perempuan,Lampung,Mandiri,5,Tidak,2022/2023,Ganjil,Tugas Akhir I,2,B,3.0,90,61.3,76.3,76.3
23150003,2023,FTSL,Teknik Sipil,Perempuan,Lampung,Mandiri,5,Tidak,2022/2023,Ganjil,Metodologi Penelitian,2,B,3.0,95,74.2,61.6,70.4
23150003,2023,FTSL,Teknik Sipil,Perempuan,Lampung,Mandiri,5,Tidak,2022/2023,Ganjil,Pancasila,2,B,3.0,77,70.8,60.6,56.0
23150003,2023,FTSL,Teknik Sipil,Perempuan,Lampung,Mandiri,5,Tidak,2022/2023,Ganjil,Tugas Akhir II,4,BC,2.5,77,58.3,51.4,71.6
23150003,2023,FTSL,Teknik Sipil,Perempuan,Lampung,Mandiri,5,Tidak,2022/2023,Genap,Tugas Akhir I,4,C,2.0,60,51.7,62.9,63.9
23150003,2023,FTSL,Teknik Sipil,Perempuan,Lampung,Mandiri,5,Tidak,2022/2023,Genap,Tugas Akhir I,3,AB,3.5,86,72.2,80.6,64.2
23150003,2023,FTSL,Teknik Sipil,Perempuan,Lampung,Mandiri,5,Tidak,2022/2023,Genap,Bahasa Inggris,2,BC,2.5,82,60.5,53.5,57.7
23150003,2023,FTSL,Teknik Sipil,Perempuan,Lampung,Mandiri,5,Tidak,2022/2023,Genap,Kerja Praktik,3,BC,2.5,83,52.0,65.9,57.6
24180004,2024,FTEK,Teknik Informatika,Perempuan,Jawa Barat,Mandiri,5,Tidak,2021/2022,Ganjil,Pemrograman Dasar,2,B,3.0,85,67.1,64.4,63.0
24180004,2024,FTEK,Teknik Informatika,Perempuan,Jawa Barat,Mandiri,5,Tidak,2021/2022,Ganjil,Tugas Akhir I,3,AB,3.5,87,85.3,75.0,73.8
24180004,2024,FTEK,Teknik Informatika,Perempuan,Jawa Barat,Mandiri,5,Tidak,2021/2022,Ganjil,Elektronika,3,BC,2.5,90,67.2,75.9,47.3
24180004,2024,FTEK,Teknik Informatika,Perempuan,Jawa Barat,Mandiri,5,Tidak,2021/2022,Ganjil,Kerja Praktik,2,B,3.0,90,80.6,53.1,69.4
24180004,2024,FTEK,Teknik Informatika,Perempuan,Jawa Barat,Mandiri,5,Tidak,2021/2022,Ganjil,Pancasila,4,BC,2.5,95,63.8,54.2,58.8
24180004,2024,FTEK,Teknik Informatika,Perempuan,Jawa Barat,Mandiri,5,Tidak,2021/2022,Genap,Bahasa Inggris,3,BC,2.5,94,66.7,60.6,63.7
24180004,2024,FTEK,Teknik Informatika,Perempuan,Jawa Barat,Mandiri,5,Tidak,2021/2022,Genap,Elektronika,2,B,3.0,72,71.2,60.8,87.0
24180004,2024,FTEK,Teknik Informatika,Perempuan,Jawa Barat,Mandiri,5,Tidak,2021/2022,Genap,Pengolahan Sinyal Digital,2,C,2.0,82,38.9,32.8,27.7
24180004,2024,FTEK,Teknik Informatika,Perempuan,Jawa Barat,Mandiri,5,Tidak,2021/2022,Genap,Fisika Dasar IIA,4,B,3.0,76,76.2,80.1,59.1
24180004,2024,FTEK,Teknik Informatika,Perempuan,Jawa Barat,Mandiri,5,Tidak,2021/2022,Genap,Agama,4,AB,3.5,89,78.9,75.8,86.0
24180004,2024,FTEK,Teknik Informatika,Perempuan,Jawa Barat,Mandiri,5,Tidak,2021/2022,Genap,Telekomunikasi Digital,2,BC,2.5,87,78.1,68.5,51.1
24180004,2024,FTEK,Teknik Informatika,Perempuan,Jawa Barat,Mandiri,5,Tidak,2021/2022,Genap,Sistem Embedded,4,C,2.0,64,53.4,54.0,66.9
24100005,2024,SITH,Biologi,Perempuan,Jawa Barat,SNBT,5,Tidak,2021/2022,Ganjil,Tugas Akhir II,2,BC,2.5,94,45.9,60.2,56.9
24100005,2024,SITH,Biologi,Perempuan,Jawa Barat,SNBT,5,Tidak,2021/2022,Ganjil,Manajemen Proyek,3,B,3.0,81,62.3,84.4,54.2
24100005,2024,SITH,Biologi,Perempuan,Jawa Barat,SNBT,5,Tidak,2021/2022,Ganjil,Fisika Dasar IIA,4,D,1.0,60,28.6,43.8,28.0
24100005,2024,SITH,Biologi,Perempuan,Jawa Barat,SNBT,5,Tidak,2021/2022,Ganjil,Etika Profesi,2,D,1.0,84,43.5,45.7,42.3
24100005,2024,SITH,Biologi,Perempuan,Jawa Barat,SNBT,5,Tidak,2021/2022,Genap,Etika Profesi,3,C,2.0,79,68.3,53.3,63.4
24100005,2024,SITH,Biologi,Perempuan,Jawa Barat,SNBT,5,Tidak,2021/2022,Genap,Olahraga,3,BC,2.5,83,54.0,65.5,54.9
24100005,2024,SITH,Biologi,Perempuan,Jawa Barat,SNBT,5,Tidak,2021/2022,Genap,Agama,2,BC,2.5,86,62.8,38.4,41.1
24100005,2024,SITH,Biologi,Perempuan,Jawa Barat,SNBT,5,Tidak,2021/2022,Genap,Fisika Dasar IA,3,BC,2.5,81,53.1,49.9,60.4
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2021/2022,Ganjil,Kimia Dasar IA,3,B,3.0,75,71.7,70.4,63.7
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2021/2022,Ganjil,Analisis Real,3,B,3.0,81,78.7,60.7,80.8
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2021/2022,Ganjil,Persamaan Diferensial,3,B,3.0,73,73.3,65.4,67.0
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2021/2022,Ganjil,Tugas Akhir I,2,B,3.0,84,81.1,70.1,77.2
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2021/2022,Genap,Pengantar Rekayasa,3,BC,2.5,77,76.8,67.7,65.2
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2021/2022,Genap,Kerja Praktik,3,B,3.0,91,74.5,57.5,45.3
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2021/2022,Genap,Metodologi Penelitian,3,B,3.0,90,78.2,81.2,67.4
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2021/2022,Genap,Tugas Akhir II,2,B,3.0,84,72.5,62.4,74.5
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2021/2022,Genap,Bahasa Inggris,3,B,3.0,74,75.2,71.1,76.8
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2022/2023,Ganjil,Astrofisika,2,B,3.0,89,81.3,67.6,68.8
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2022/2023,Ganjil,Olahraga,3,B,3.0,88,65.5,64.3,56.9
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2022/2023,Ganjil,Etika Profesi,4,BC,2.5,79,63.7,62.6,43.8
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2022/2023,Ganjil,Fisika Statistik,2,B,3.0,84,63.5,63.2,79.0
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2022/2023,Genap,Fisika Statistik,3,A,4.0,100,90.4,67.7,80.9
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2022/2023,Genap,Kalkulus I,3,B,3.0,81,71.7,74.5,66.7
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2022/2023,Genap,Tugas Akhir I,3,BC,2.5,88,78.3,61.9,52.1
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2022/2023,Genap,Etika Profesi,3,A,4.0,93,70.7,42.9,91.9
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2022/2023,Genap,Kerja Praktik,2,AB,3.5,91,80.3,59.8,76.3
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2022/2023,Genap,Astrofisika,4,B,3.0,95,60.8,76.2,52.6
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2022/2023,Genap,Pengantar Rekayasa,3,B,3.0,79,80.6,71.3,86.0
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2023/2024,Ganjil,Mekanika Kuantum,4,B,3.0,86,71.0,68.0,74.9
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2023/2024,Ganjil,Astrofisika,4,BC,2.5,80,53.6,70.7,78.0
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2023/2024,Ganjil,Agama,2,AB,3.5,88,72.0,56.7,77.5
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2023/2024,Ganjil,Pengantar Rekayasa,4,C,2.0,68,42.5,52.3,45.3
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2023/2024,Genap,Olahraga,4,AB,3.5,90,76.1,67.1,56.9
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2023/2024,Genap,Pengantar Rekayasa,3,BC,2.5,86,52.9,44.7,55.4
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2023/2024,Genap,Aljabar Linear,4,BC,2.5,70,55.1,56.7,46.5
22100006,2022,SF,Astronomi,Laki-laki,Sumatera Utara,SNBP,3,Tidak,2023/2024,Genap,Kalkulus I,3,B,3.0,75,55.3,51.9,64.8
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2021/2022,Ganjil,Kalkulus I,3,B,3.0,78,85.4,65.0,71.0
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2021/2022,Ganjil,Tugas Akhir I,3,BC,2.5,73,49.5,59.4,50.2
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2021/2022,Ganjil,Bahasa Inggris,4,A,4.0,85,70.5,82.3,70.1
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2021/2022,Ganjil,Olahraga,3,B,3.0,87,72.0,57.6,61.5
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2021/2022,Genap,Manajemen Proyek,3,BC,2.5,87,76.0,52.9,62.4
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2021/2022,Genap,Kalkulus II,3,B,3.0,89,69.6,58.4,65.4
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2021/2022,Genap,Mekanika Fluida,3,B,3.0,85,66.9,80.8,88.0
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2021/2022,Genap,Perancangan Mesin,3,AB,3.5,88,76.5,41.9,81.0
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2021/2022,Genap,Pengantar Rekayasa,3,B,3.0,83,64.0,43.9,71.9
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2022/2023,Ganjil,Kalkulus I,2,C,2.0,52,50.3,57.0,43.8
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2022/2023,Ganjil,Kimia Dasar IA,3,A,4.0,97,76.1,83.3,66.4
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2022/2023,Ganjil,Dinamika,4,A,4.0,97,87.2,80.3,75.5
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2022/2023,Ganjil,Termodinamika,2,BC,2.5,94,52.7,64.9,57.4
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2022/2023,Ganjil,Kalkulus II,3,C,2.0,63,45.3,64.9,60.2
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2022/2023,Genap,Termodinamika,3,BC,2.5,94,43.4,49.0,35.3
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2022/2023,Genap,Kekuatan Material,3,B,3.0,84,87.9,49.0,66.1
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2022/2023,Genap,Pengantar Rekayasa,4,A,4.0,94,89.0,76.7,81.2
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2022/2023,Genap,Fisika Dasar IIA,3,BC,2.5,88,56.2,58.4,71.6
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2023/2024,Ganjil,Metodologi Penelitian,2,BC,2.5,85,62.1,51.3,66.4
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2023/2024,Ganjil,Perancangan Mesin,2,AB,3.5,86,82.7,61.7,79.5
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2023/2024,Ganjil,Kalkulus I,2,BC,2.5,90,65.2,53.3,38.9
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2023/2024,Ganjil,Etika Profesi,4,B,3.0,83,71.3,66.8,61.5
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2023/2024,Genap,Fisika Dasar IIA,4,BC,2.5,78,56.1,57.2,53.7
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2023/2024,Genap,Kalkulus II,2,AB,3.5,86,72.4,76.3,80.2
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2023/2024,Genap,Agama,3,A,4.0,93,93.7,87.0,89.2
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2023/2024,Genap,Olahraga,3,B,3.0,83,56.8,53.9,74.4
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2023/2024,Genap,Pengantar Rekayasa,3,B,3.0,82,77.6,77.1,61.9
22130007,2022,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,Mandiri,5,Tidak,2023/2024,Genap,Tugas Akhir I,4,B,3.0,81,70.1,63.4,63.8
21180008,2021,FTEK,Teknik Tenaga Listrik,Laki-laki,Jawa Barat,Mandiri,4,Tidak,2021/2022,Ganjil,Tugas Akhir I,4,AB,3.5,90,75.5,63.3,83.5
21180008,2021,FTEK,Teknik Tenaga Listrik,Laki-laki,Jawa Barat,Mandiri,4,Tidak,2021/2022,Ganjil,Manajemen Proyek,2,BC,2.5,75,68.4,66.6,59.8
21180008,2021,FTEK,Teknik Tenaga Listrik,Laki-laki,Jawa Barat,Mandiri,4,Tidak,2021/2022,Ganjil,Telekomunikasi Digital,2,AB,3.5,85,79.5,73.3,78.2
21180008,2021,FTEK,Teknik Tenaga Listrik,Laki-laki,Jawa Barat,Mandiri,4,Tidak,2021/2022,Ganjil,Jaringan Komputer,3,AB,3.5,91,76.5,72.0,62.2
21180008,2021,FTEK,Teknik Tenaga Listrik,Laki-laki,Jawa Barat,Mandiri,4,Tidak,2021/2022,Ganjil,Kimia Dasar IA,4,B,3.0,90,75.4,70.5,84.8
21180008,2021,FTEK,Teknik Tenaga Listrik,Laki-laki,Jawa Barat,Mandiri,4,Tidak,2021/2022,Ganjil,Sinyal dan Sistem,3,AB,3.5,99,68.1,69.4,71.3
21180008,2021,FTEK,Teknik Tenaga Listrik,Laki-laki,Jawa Barat,Mandiri,4,Tidak,2021/2022,Genap,Olahraga,3,A,4.0,94,80.8,82.3,82.9
21180008,2021,FTEK,Teknik Tenaga Listrik,Laki-laki,Jawa Barat,Mandiri,4,Tidak,2021/2022,Genap,Jaringan Komputer,3,A,4.0,95,86.9,71.7,79.4
21180008,2021,FTEK,Teknik Tenaga Listrik,Laki-laki,Jawa Barat,Mandiri,4,Tidak,2021/2022,Genap,Pengantar Rekayasa,3,A,4.0,92,68.0,62.8,81.0
21180008,2021,FTEK,Teknik Tenaga Listrik,Laki-laki,Jawa Barat,Mandiri,4,Tidak,2021/2022,Genap,Elektronika,3,A,4.0,95,94.8,77.3,97.1
21180008,2021,FTEK,Teknik Tenaga Listrik,Laki-laki,Jawa Barat,Mandiri,4,Tidak,2022/2023,Ganjil,Fisika Dasar IIA,3,AB,3.5,87,63.3,71.4,68.1
21180008,2021,FTEK,Teknik Tenaga Listrik,Laki-laki,Jawa Barat,Mandiri,4,Tidak,2022/2023,Ganjil,Agama,4,A,4.0,94,84.8,67.2,67.0
21180008,2021,FTEK,Teknik Tenaga Listrik,Laki-laki,Jawa Barat,Mandiri,4,Tidak,2022/2023,Ganjil,Sistem Embedded,3,B,3.0,81,55.3,65.5,77.4
21180008,2021,FTEK,Teknik Tenaga Listrik,Laki-laki,Jawa Barat,Mandiri,4,Tidak,2022/2023,Ganjil,Sinyal dan Sistem,2,BC,2.5,75,66.2,67.9,46.1
21180008,2021,FTEK,Teknik Tenaga Listrik,Laki-laki,Jawa Barat,Mandiri,4,Tidak,2022/2023,Ganjil,Kalkulus I,3,B,3.0,89,73.8,62.8,49.1
