nim,angkatan,fakultas,program_studi,jenis_kelamin,asal_provinsi,jalur_masuk,ukt_kelompok,beasiswa,tahun_ajaran,semester,mata_kuliah,sks,nilai_huruf,bobot_nilai,kehadiran_persen,nilai_tugas,nilai_uts,nilai_uas
23100001,2023,SF,Matematika,Perempuan,Jawa Tengah,SNBT,4,Tidak,2022/2023,Genap,Mekanika Kuantum,3,BC,2.5,85,75.0,60.7,60.2
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2021/2022,Ganjil,Tugas Akhir II,3,B,3.0,78,81.1,70.1,81.4
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2021/2022,Ganjil,Metodologi Penelitian,4,A,4.0,85,88.1,83.1,66.8
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2021/2022,Ganjil,Agama,3,C,2.0,69,53.4,47.8,44.1
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2021/2022,Ganjil,Kalkulus II,3,B,3.0,85,72.5,80.5,74.0
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2021/2022,Genap,Agama,4,B,3.0,80,77.0,63.5,75.4
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2021/2022,Genap,Kimia Dasar IA,3,B,3.0,83,60.6,63.5,65.9
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2021/2022,Genap,Pengantar Rekayasa,3,AB,3.5,87,73.2,53.0,70.2
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2021/2022,Genap,Etika Profesi,2,AB,3.5,91,76.1,71.7,90.3
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2022/2023,Ganjil,Manajemen Proyek,3,BC,2.5,86,51.1,59.0,57.6
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2022/2023,Ganjil,Metodologi Penelitian,3,BC,2.5,94,59.5,63.2,60.8
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2022/2023,Ganjil,Tugas Akhir I,4,B,3.0,88,88.1,66.3,77.0
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2022/2023,Ganjil,Kalkulus II,2,B,3.0,76,58.7,56.6,59.7
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2022/2023,Ganjil,Etika Profesi,4,B,3.0,76,92.9,63.1,69.1
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2022/2023,Ganjil,Bahasa Inggris,4,B,3.0,77,73.1,69.1,85.3
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2022/2023,Ganjil,Fisika Dasar IA,2,D,1.0,53,21.2,34.8,53.5
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2022/2023,Genap,Pancasila,3,BC,2.5,73,36.8,64.0,63.8
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2022/2023,Genap,Olahraga,3,B,3.0,77,57.8,52.9,67.0
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2022/2023,Genap,Tugas Akhir I,3,BC,2.5,89,68.2,32.8,54.0
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2022/2023,Genap,Etika Profesi,3,BC,2.5,85,57.2,51.5,68.9
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2022/2023,Genap,Metodologi Penelitian,3,C,2.0,72,52.3,55.8,74.2
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2022/2023,Genap,Tugas Akhir II,3,B,3.0,78,68.3,44.6,37.0
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2023/2024,Ganjil,Pengantar Rekayasa,2,AB,3.5,91,79.0,86.4,62.5
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2023/2024,Ganjil,Kalkulus I,4,B,3.0,90,84.7,70.5,73.1
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2023/2024,Ganjil,Tugas Akhir II,2,B,3.0,76,58.1,80.6,63.3
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2023/2024,Ganjil,Kalkulus II,3,AB,3.5,98,63.1,59.7,92.8
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2023/2024,Genap,Manajemen Proyek,3,B,3.0,89,78.7,63.1,45.0
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2023/2024,Genap,Kalkulus I,4,B,3.0,77,68.8,76.6,73.8
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2023/2024,Genap,Manajemen Proyek,3,BC,2.5,95,56.4,75.1,61.0
22190002,2022,SBM,Manajemen,Laki-laki,Banten,SNBP,6,Tidak,2023/2024,Genap,Kimia Dasar IA,4,B,3.0,92,78.6,68.6,72.5
24160003,2024,FTI,Teknik Kimia,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Ganjil,Tugas Akhir II,3,BC,2.5,85,66.7,47.7,75.5
24160003,2024,FTI,Teknik Kimia,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Ganjil,Fisika Dasar IIA,2,BC,2.5,78,48.1,63.1,51.7
24160003,2024,FTI,Teknik Kimia,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Ganjil,Kalkulus I,3,BC,2.5,78,55.3,54.8,63.6
24160003,2024,FTI,Teknik Kimia,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Ganjil,Metodologi Penelitian,3,BC,2.5,92,43.0,45.4,70.1
24160003,2024,FTI,Teknik Kimia,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Ganjil,Statistika Industri,4,C,2.0,69,50.6,39.2,41.8
24160003,2024,FTI,Teknik Kimia,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Ganjil,Pengantar Rekayasa,2,D,1.0,83,35.1,29.8,24.3
24160003,2024,FTI,Teknik Kimia,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Ganjil,Manajemen Proyek,4,BC,2.5,71,58.3,74.3,37.3
24160003,2024,FTI,Teknik Kimia,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Genap,Manajemen Proyek,4,B,3.0,82,75.5,56.6,70.1
24160003,2024,FTI,Teknik Kimia,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Genap,Riset Operasi,3,C,2.0,52,53.0,64.9,58.8
24160003,2024,FTI,Teknik Kimia,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Genap,Kimia Dasar IA,3,BC,2.5,88,57.7,43.7,58.7
24160003,2024,FTI,Teknik Kimia,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Genap,Kalkulus I,4,BC,2.5,80,49.9,48.9,63.7
24160003,2024,FTI,Teknik Kimia,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Genap,Manajemen Rantai Pasok,3,C,2.0,64,39.9,40.9,29.8
24160003,2024,FTI,Teknik Kimia,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Genap,Pengantar Rekayasa,3,C,2.0,80,52.0,32.1,27.2
24160003,2024,FTI,Teknik Kimia,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Genap,Olahraga,4,BC,2.5,91,61.6,51.7,50.2
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2021/2022,Ganjil,Manajemen Proyek,4,C,2.0,61,49.9,48.7,41.1
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2021/2022,Ganjil,Kimia Dasar IA,4,B,3.0,80,64.5,80.9,75.4
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2021/2022,Ganjil,Olahraga,3,B,3.0,77,65.9,61.9,80.7
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2021/2022,Ganjil,Tugas Akhir I,3,C,2.0,69,46.6,61.3,45.5
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2021/2022,Genap,Metodologi Penelitian,3,B,3.0,90,86.0,64.7,80.6
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2021/2022,Genap,Tugas Akhir I,3,C,2.0,54,57.9,52.2,57.6
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2021/2022,Genap,Olahraga,3,BC,2.5,76,49.7,65.2,38.2
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2021/2022,Genap,Tugas Akhir II,3,BC,2.5,91,67.8,59.7,83.7
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2021/2022,Genap,Pengantar Rekayasa,3,B,3.0,79,68.5,70.1,73.1
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2021/2022,Genap,Etika Profesi,3,C,2.0,59,40.1,40.8,23.2
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2021/2022,Genap,Fisika Dasar IIA,2,BC,2.5,76,61.9,44.3,68.8
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2022/2023,Ganjil,Kerja Praktik,4,B,3.0,85,72.4,63.8,77.7
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2022/2023,Ganjil,Tugas Akhir II,3,B,3.0,75,72.7,58.5,73.6
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2022/2023,Ganjil,Etika Profesi,3,AB,3.5,86,70.6,92.3,69.1
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2022/2023,Ganjil,Kimia Dasar IA,2,BC,2.5,78,58.4,63.1,42.9
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2022/2023,Ganjil,Metodologi Penelitian,2,BC,2.5,94,49.2,57.0,69.9
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2022/2023,Ganjil,Bahasa Inggris,2,B,3.0,94,50.9,86.8,73.4
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2022/2023,Genap,Manajemen Proyek,3,BC,2.5,82,56.9,55.4,47.7
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2022/2023,Genap,Fisika Dasar IA,3,BC,2.5,85,54.6,52.9,51.2
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2022/2023,Genap,Kimia Dasar IA,3,C,2.0,52,50.3,53.6,55.3
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2022/2023,Genap,Kerja Praktik,3,B,3.0,93,74.2,62.7,81.7
23100004,2023,SITH,Rekayasa Hayati,Perempuan,Yogyakarta,Mandiri,3,Tidak,2022/2023,Genap,Kerja Praktik,3,C,2.0,50,42.7,38.7,62.8
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2021/2022,Ganjil,Kimia Dasar IA,2,A,4.0,86,92.0,69.8,87.6
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2021/2022,Ganjil,Fisika Dasar IIA,3,AB,3.5,94,84.1,71.9,72.7
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2021/2022,Ganjil,Tugas Akhir II,3,A,4.0,95,91.0,72.4,83.2
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2021/2022,Ganjil,Metodologi Penelitian,3,B,3.0,91,48.0,66.7,75.3
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2021/2022,Ganjil,Pengantar Rekayasa,4,A,4.0,95,65.6,73.0,54.5
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2021/2022,Ganjil,Bahasa Inggris,4,A,4.0,100,76.3,92.6,96.4
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2021/2022,Genap,Pancasila,3,AB,3.5,89,66.5,75.0,65.4
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2021/2022,Genap,Bahasa Inggris,2,AB,3.5,85,75.7,57.3,52.8
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2021/2022,Genap,Tugas Akhir II,3,A,4.0,90,76.3,70.7,89.2
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2021/2022,Genap,Kalkulus I,2,A,4.0,86,82.1,75.9,90.3
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2021/2022,Genap,Agama,3,B,3.0,90,72.8,72.9,79.1
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2021/2022,Genap,Tugas Akhir I,3,BC,2.5,87,53.1,48.0,60.4
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2022/2023,Ganjil,Kerja Praktik,3,A,4.0,85,95.3,73.6,77.4
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2022/2023,Ganjil,Kalkulus II,2,A,4.0,88,87.4,92.7,88.5
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2022/2023,Ganjil,Manajemen Proyek,3,B,3.0,82,56.3,48.3,74.9
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2022/2023,Ganjil,Fisika Dasar IIA,2,A,4.0,93,99.8,88.4,99.0
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2022/2023,Genap,Kimia Dasar IA,3,B,3.0,92,63.5,77.5,77.8
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2022/2023,Genap,Pancasila,2,A,4.0,88,88.1,83.2,100.0
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2022/2023,Genap,Kalkulus I,3,A,4.0,88,89.4,88.5,91.2
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2022/2023,Genap,Pengantar Rekayasa,3,B,3.0,95,80.0,56.1,86.6
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2022/2023,Genap,Kerja Praktik,2,B,3.0,76,68.9,55.0,73.2
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2022/2023,Genap,Fisika Dasar IIA,3,AB,3.5,93,65.4,78.1,71.3
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2022/2023,Genap,Olahraga,4,A,4.0,91,85.0,84.0,73.5
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2023/2024,Ganjil,Kerja Praktik,4,B,3.0,92,69.0,77.5,92.8
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2023/2024,Ganjil,Pengantar Rekayasa,4,B,3.0,80,79.1,45.2,56.2
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2023/2024,Ganjil,Bahasa Inggris,2,B,3.0,70,58.1,49.7,73.9
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2023/2024,Ganjil,Kalkulus II,3,AB,3.5,88,79.4,79.2,79.6
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2023/2024,Ganjil,Tugas Akhir I,4,A,4.0,100,84.4,68.1,97.7
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2023/2024,Ganjil,Manajemen Proyek,2,B,3.0,72,65.2,67.1,61.7
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2023/2024,Genap,Fisika Dasar IIA,3,B,3.0,79,77.1,73.9,63.6
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2023/2024,Genap,Olahraga,3,AB,3.5,86,88.3,80.2,100.0
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2023/2024,Genap,Etika Profesi,2,A,4.0,90,94.2,66.1,94.2
22100005,2022,SITH,Rekayasa Hayati,Laki-laki,Sumatera Selatan,SNBP,7,Ya,2023/2024,Genap,Agama,4,A,4.0,94,79.6,80.8,95.4
23100006,2023,SITH,Rekayasa Hayati,Laki-laki,Yogyakarta,SNBP,1,Tidak,2021/2022,Ganjil,Manajemen Proyek,4,B,3.0,89,72.2,56.7,68.8
23100006,2023,SITH,Rekayasa Hayati,Laki-laki,Yogyakarta,SNBP,1,Tidak,2021/2022,Ganjil,Etika Profesi,3,B,3.0,93,70.2,75.9,59.5
23100006,2023,SITH,Rekayasa Hayati,Laki-laki,Yogyakarta,SNBP,1,Tidak,2021/2022,Ganjil,Bahasa Inggris,2,A,4.0,95,70.4,74.0,89.4
23100006,2023,SITH,Rekayasa Hayati,Laki-laki,Yogyakarta,SNBP,1,Tidak,2021/2022,Ganjil,Metodologi Penelitian,2,A,4.0,97,80.0,75.7,85.8
23100006,2023,SITH,Rekayasa Hayati,Laki-laki,Yogyakarta,SNBP,1,Tidak,2021/2022,Ganjil,Tugas Akhir I,3,B,3.0,84,83.8,77.3,83.2
23100006,2023,SITH,Rekayasa Hayati,Laki-laki,Yogyakarta,SNBP,1,Tidak,2021/2022,Genap,Tugas Akhir II,3,B,3.0,71,64.7,59.3,53.3
23100006,2023,SITH,Rekayasa Hayati,Laki-laki,Yogyakarta,SNBP,1,Tidak,2021/2022,Genap,Manajemen Proyek,4,AB,3.5,90,74.3,80.8,65.8
23100006,2023,SITH,Rekayasa Hayati,Laki-laki,Yogyakarta,SNBP,1,Tidak,2021/2022,Genap,Kerja Praktik,2,A,4.0,100,77.8,82.2,94.5
23100006,2023,SITH,Rekayasa Hayati,Laki-laki,Yogyakarta,SNBP,1,Tidak,2021/2022,Genap,Bahasa Inggris,4,B,3.0,91,76.1,53.6,86.7
23100006,2023,SITH,Rekayasa Hayati,Laki-laki,Yogyakarta,SNBP,1,Tidak,2021/2022,Genap,Fisika Dasar IIA,3,AB,3.5,97,70.4,68.1,84.9
23100006,2023,SITH,Rekayasa Hayati,Laki-laki,Yogyakarta,SNBP,1,Tidak,2021/2022,Genap,Kimia Dasar IA,4,B,3.0,89,63.2,63.5,55.0
23100006,2023,SITH,Rekayasa Hayati,Laki-laki,Yogyakarta,SNBP,1,Tidak,2022/2023,Ganjil,Manajemen Proyek,4,A,4.0,99,80.5,88.3,87.5
23100006,2023,SITH,Rekayasa Hayati,Laki-laki,Yogyakarta,SNBP,1,Tidak,2022/2023,Ganjil,Kimia Dasar IA,2,B,3.0,78,65.1,70.0,62.9
23100006,2023,SITH,Rekayasa Hayati,Laki-laki,Yogyakarta,SNBP,1,Tidak,2022/2023,Ganjil,Manajemen Proyek,3,A,4.0,85,93.2,89.2,79.5
23100006,2023,SITH,Rekayasa Hayati,Laki-laki,Yogyakarta,SNBP,1,Tidak,2022/2023,Ganjil,Fisika Dasar IIA,3,BC,2.5,91,59.3,63.2,70.8
23100006,2023,SITH,Rekayasa Hayati,Laki-laki,Yogyakarta,SNBP,1,Tidak,2022/2023,Genap,Manajemen Proyek,3,C,2.0,65,53.2,53.0,50.0
23100006,2023,SITH,Rekayasa Hayati,Laki-laki,Yogyakarta,SNBP,1,Tidak,2022/2023,Genap,Metodologi Penelitian,3,A,4.0,97,88.4,93.1,82.4
23100006,2023,SITH,Rekayasa Hayati,Laki-laki,Yogyakarta,SNBP,1,Tidak,2022/2023,Genap,Metodologi Penelitian,2,A,4.0,86,97.5,92.6,71.3
23100006,2023,SITH,Rekayasa Hayati,Laki-laki,Yogyakarta,SNBP,1,Tidak,2022/2023,Genap,Kerja Praktik,2,B,3.0,75,69.7,73.6,80.7
23100006,2023,SITH,Rekayasa Hayati,Laki-laki,Yogyakarta,SNBP,1,Tidak,2022/2023,Genap,Fisika Dasar IIA,3,B,3.0,85,67.2,43.3,83.9
21190007,2021,SBM,Manajemen,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Ganjil,Tugas Akhir I,3,BC,2.5,95,60.0,71.2,28.4
21190007,2021,SBM,Manajemen,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Ganjil,Etika Profesi,3,BC,2.5,72,60.9,54.5,82.4
21190007,2021,SBM,Manajemen,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Ganjil,Tugas Akhir II,4,C,2.0,78,59.2,54.8,68.1
21190007,2021,SBM,Manajemen,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Ganjil,Agama,3,BC,2.5,85,55.3,69.5,66.3
21190007,2021,SBM,Manajemen,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Ganjil,Fisika Dasar IA,3,D,1.0,51,36.1,43.7,50.5
21190007,2021,SBM,Manajemen,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Genap,Tugas Akhir II,3,BC,2.5,72,31.8,58.3,40.4
21190007,2021,SBM,Manajemen,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Genap,Kerja Praktik,4,D,1.0,69,19.0,49.2,43.2
21190007,2021,SBM,Manajemen,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Genap,Kalkulus II,4,BC,2.5,87,70.7,63.5,79.0
21190007,2021,SBM,Manajemen,Perempuan,DKI Jakarta,SNBT,4,Tidak,2021/2022,Genap,Tugas Akhir I,2,C,2.0,79,47.7,30.5,45.2
21190007,2021,SBM,Manajemen,Perempuan,DKI Jakarta,SNBT,4,Tidak,2022/2023,Ganjil,Tugas Akhir I,3,BC,2.5,81,64.4,57.4,66.9
21190007,2021,SBM,Manajemen,Perempuan,DKI Jakarta,SNBT,4,Tidak,2022/2023,Ganjil,Kalkulus II,3,B,3.0,73,86.2,62.4,57.6
21190007,2021,SBM,Manajemen,Perempuan,DKI Jakarta,SNBT,4,Tidak,2022/2023,Ganjil,Agama,2,B,3.0,91,63.9,81.6,66.9
21190007,2021,SBM,Manajemen,Perempuan,DKI Jakarta,SNBT,4,Tidak,2022/2023,Ganjil,Etika Profesi,2,BC,2.5,80,52.4,61.3,54.3
