Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
492817,22060,LARGE CAKE STAND HANGING HEARTS,6,2009-12-20 13:37:00,9.95,16593.0,United Kingdom
493948,48194,DOORMAT HEARTS,3,2010-01-08 12:38:00,6.75,16772.0,United Kingdom
536235,20655,QUEEN OF SKIES LUGGAGE TAG,2,2010-11-30 14:21:00,1.25,18101.0,United Kingdom
513426,21203,BUTTERFLIES  HONEYCOMB GARLAND,6,2010-06-24 13:01:00,1.65,17142.0,United Kingdom
525286,20825,GOLD WINE GLASS,288,2010-10-05 08:34:00,3.39,15061.0,United Kingdom
510138,21155,RED SPOTTY PEG BAG,6,2010-05-27 12:22:00,2.1,16946.0,United Kingdom
497935,79323W, WHITE CHERRY LIGHTS,24,2010-02-15 10:47:00,5.45,13408.0,United Kingdom
511501,21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",1,2010-06-08 14:52:00,6.75,15532.0,United Kingdom
491178,85152,HAND OVER THE CHOCOLATE   SIGN ,5,2009-12-10 11:55:00,2.1,14099.0,United Kingdom
498047,22138,BAKING SET 9 PIECE RETROSPOT ,6,2010-02-16 10:45:00,4.95,13381.0,United Kingdom
503730,84691,PACK 20 DOLLY PEGS,12,2010-04-07 10:02:00,0.85,17563.0,United Kingdom
530796,84915,HAND TOWEL PINK FLOWER AND DAISY,1,2010-11-04 12:27:00,5.95,16391.0,United Kingdom
527571,22785,CUSHION COVER PINK UNION FLAG,6,2010-10-18 13:34:00,6.75,17672.0,United Kingdom
499168,47502,POLKADOT CUTLERY 24 PCS IN TRAY,10,2010-02-25 09:33:00,9.95,16029.0,United Kingdom
519404,22557,PLASTERS IN TIN VINTAGE PAISLEY ,96,2010-08-17 08:56:00,1.45,14646.0,Netherlands
510416,47566B,TEA TIME PARTY BUNTING,4,2010-05-30 11:21:00,4.65,13113.0,United Kingdom
527309,22469,HEART OF WICKER SMALL,2,2010-10-15 14:47:00,1.65,13052.0,United Kingdom
506254,21156,RED SPOTTY CHILDS APRON,16,2010-04-28 13:59:00,1.95,12714.0,France
507398,22507,MEMO BOARD RETROSPOT  DESIGN,2,2010-05-09 13:15:00,4.95,17913.0,United Kingdom
532004,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2,2010-11-10 12:38:00,3.75,14177.0,United Kingdom
510139,21892,TRADITIONAL WOODEN CATCH CUP GAME ,2,2010-05-27 12:24:00,1.25,16695.0,United Kingdom
534471,17136A,BLUE STONES ON WIRE FOR CANDLE,24,2010-11-23 10:24:00,0.08,17422.0,United Kingdom
532665,22632,HAND WARMER RED RETROSPOT,1,2010-11-14 11:37:00,2.1,14052.0,United Kingdom
521898,22112,CHOCOLATE HOT WATER BOTTLE,2,2010-09-09 12:24:00,4.95,17243.0,United Kingdom
525013,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,12,2010-10-03 11:15:00,0.85,14911.0,EIRE
526749,22406,MONEY BOX KINGS CHOICE DESIGN,12,2010-10-13 09:47:00,1.25,16643.0,United Kingdom
496977,82600,NO SINGING METAL SIGN,12,2010-02-05 09:49:00,2.1,13823.0,United Kingdom
497946,85198,ASSORTED FARMYARD ANIMALS IN BUCKET,3312,2010-02-15 11:57:00,0.3,13902.0,Denmark
501320,22331,WOODLAND PARTY BAG + STICKER SET,8,2010-03-16 09:49:00,1.65,15123.0,United Kingdom
506383,21431,GREEN GINGHAM FLOWER JEWELLERY BOX,8,2010-04-29 12:30:00,1.65,13824.0,United Kingdom
513615,21843,RED RETROSPOT CAKE STAND,2,2010-06-27 12:25:00,10.95,15998.0,United Kingdom
520861,21488,RED WHITE SCARF  HOT WATER BOTTLE,1,2010-08-31 13:57:00,3.95,13714.0,United Kingdom
513335,48173C,DOOR MAT BLACK FLOCK ,2,2010-06-24 09:49:00,7.49,17686.0,United Kingdom
518432,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2010-08-09 11:06:00,0.55,14625.0,United Kingdom
492296,84950,ASSORTED COLOUR T-LIGHT HOLDER,12,2009-12-16 11:53:00,0.85,14667.0,United Kingdom
528966,22112,CHOCOLATE HOT WATER BOTTLE,3,2010-10-26 10:03:00,4.95,16863.0,United Kingdom
498046,21283,NATURAL BARK CANDLE SMALL,4,2010-02-16 10:44:00,3.25,15051.0,United Kingdom
507889,21915,RED  HARMONICA IN BOX ,12,2010-05-11 16:35:00,1.25,15862.0,United Kingdom
522334,84975,HEART SHAPED MIRROR,36,2010-09-14 09:43:00,1.69,13089.0,United Kingdom
521839,21244,BLUE  SPOTTY PLATE ,8,2010-09-09 10:50:00,1.69,12635.0,Germany
527284,85161,ACRYLIC GEOMETRIC LAMP,1,2010-10-15 13:43:00,18.95,12748.0,United Kingdom
534155,20754,RETROSPOT RED WASHING UP GLOVES,2,2010-11-21 12:31:00,2.1,17618.0,United Kingdom
538056,90195A,PURPLE GEMSTONE BRACELET,4,2010-12-09 13:34:00,8.95,17198.0,United Kingdom
516944,22089,PAPER BUNTING VINTAGE PAISLEY,6,2010-07-25 14:57:00,2.95,15260.0,United Kingdom
537346,22733,3D TRADITIONAL CHRISTMAS STICKERS,18,2010-12-06 12:21:00,1.25,15301.0,United Kingdom
537153,85135B,BLUE DRAGONFLY HELICOPTER,3,2010-12-05 13:03:00,7.95,16718.0,United Kingdom
498577,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,2010-02-21 13:48:00,1.25,16948.0,United Kingdom
520505,21258,VICTORIAN SEWING BOX LARGE,1,2010-08-26 12:51:00,12.75,17663.0,United Kingdom
536214,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2010-11-30 13:34:00,2.1,16600.0,United Kingdom
528176,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,4,2010-10-21 10:28:00,4.25,12725.0,Italy
532821,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,5,2010-11-14 16:32:00,2.1,14382.0,United Kingdom
503245,21777,RECIPE BOX WITH METAL HEART,2,2010-03-31 09:52:00,7.95,15216.0,United Kingdom
515760,85150,LADIES & GENTLEMEN METAL SIGN,12,2010-07-14 13:40:00,2.55,13012.0,United Kingdom
517487,22332,SKULLS PARTY BAG + STICKER SET,3,2010-07-29 12:34:00,1.65,16779.0,United Kingdom
502922,85119,WATERING CAN SINGLE HOOK PISTACHIO,1,2010-03-29 14:04:00,1.69,18041.0,United Kingdom
511654,22302,COFFEE MUG PEARS  DESIGN,6,2010-06-09 14:04:00,2.55,17971.0,United Kingdom
529763,22118,JOY WOODEN BLOCK LETTERS,1,2010-10-29 15:00:00,4.95,14081.0,United Kingdom
507647,62094B,TURQ ICE CREAM BUM BAG ,25,2010-05-10 15:46:00,0.85,18275.0,United Kingdom
525944,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,5,2010-10-07 17:42:00,3.25,16059.0,United Kingdom
523309,20712,JUMBO BAG WOODLAND ANIMALS,10,2010-09-21 13:08:00,1.95,14156.0,EIRE
489866,84288B,SET/2 BLUE  NOODLE BASKETS,12,2009-12-02 15:04:00,1.95,16200.0,United Kingdom
505554,48138,DOOR MAT UNION FLAG,2,2010-04-23 09:51:00,7.49,12747.0,United Kingdom
516273,48111,DOORMAT 3 SMILEY CATS,2,2010-07-19 12:44:00,7.49,14978.0,United Kingdom
536557,22111,SCOTTIE DOG HOT WATER BOTTLE,7,2010-12-01 14:41:00,4.95,17841.0,United Kingdom
532679,84754,S/15 SILVER GLASS BAUBLES IN BAG,2,2010-11-14 12:17:00,1.25,16960.0,United Kingdom
506873,85060,WOOD FAN WITH FLOWER DESIGN,24,2010-05-04 16:18:00,1.25,17188.0,United Kingdom
492729,21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,1,2009-12-18 11:32:00,5.95,15911.0,United Kingdom
524856,20971,PINK BLUE FELT CRAFT TRINKET BOX,4,2010-09-30 19:43:00,1.25,14713.0,United Kingdom
510483,22545,MINI JIGSAW BUNNIES,7,2010-06-01 11:27:00,0.42,16960.0,United Kingdom
518902,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,4,2010-08-12 14:15:00,2.55,14461.0,United Kingdom
494632,21213,PACK OF 72 SKULL CAKE CASES,24,2010-01-15 16:53:00,0.55,15633.0,United Kingdom
505364,35644,PAIR PINK/BLACK COATHANGERS,4,2010-04-21 15:46:00,1.95,14395.0,United Kingdom
533067,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,2010-11-15 17:14:00,1.25,17284.0,United Kingdom
499478,21033,JUMBO BAG CHARLIE AND LOLA TOYS,5,2010-02-28 12:50:00,2.95,15664.0,United Kingdom
505015,22196,SMALL HEART MEASURING SPOONS,12,2010-04-19 13:30:00,0.85,14156.0,EIRE
503543,22147,FELTCRAFT BUTTERFLY HEARTS,1,2010-04-01 14:23:00,1.45,17993.0,United Kingdom
504903,84991,60 TEATIME FAIRY CAKE CASES,2,2010-04-18 15:48:00,0.55,16549.0,United Kingdom
534091,22945,CHRISTMAS METAL TAGS ASSORTED ,18,2010-11-21 11:58:00,0.85,14499.0,United Kingdom
530302,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2010-11-02 13:07:00,1.95,17003.0,United Kingdom
523369,21527,RED RETROSPOT TRADITIONAL TEAPOT ,6,2010-09-21 18:30:00,7.95,14113.0,United Kingdom
526900,22389,PAPERWEIGHT SAVE THE PLANET,36,2010-10-13 15:07:00,0.85,16120.0,United Kingdom
534720,22777,GLASS CLOCHE LARGE,2,2010-11-23 17:53:00,8.5,14154.0,United Kingdom
508486,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2010-05-16 12:57:00,0.85,16456.0,United Kingdom
514797,22127,PARTY CONES CARNIVAL ASSORTED,120,2010-07-06 10:37:00,1.06,16422.0,United Kingdom
531900,21107,CREAM SLICE FLANNEL PINK SPOT ,1,2010-11-10 12:03:00,2.95,15031.0,United Kingdom
527073,22470,HEART OF WICKER LARGE,44,2010-10-14 14:18:00,2.55,15050.0,United Kingdom
499236,21742,LARGE ROUND WICKER PLATTER ,1,2010-02-25 13:17:00,5.95,13240.0,United Kingdom
520904,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2010-09-01 10:15:00,1.65,16607.0,United Kingdom
497217,21398,RED  SPOTTY COFFEE  MUG,96,2010-02-07 14:27:00,1.75,14156.0,EIRE
522627,22821,GIFT BAG PSYCHEDELIC APPLES,12,2010-09-15 16:28:00,0.65,15660.0,United Kingdom
505969,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,2010-04-26 16:36:00,8.5,17231.0,United Kingdom
498594,47594B,SCOTTIES DESIGN WASHBAG,1,2010-02-21 15:48:00,1.95,16797.0,United Kingdom
533841,20961,STRAWBERRY BATH SPONGE ,1,2010-11-19 11:12:00,1.25,17269.0,United Kingdom
489439,85216,ASSORTED CAKES FRIDGE MAGNETS,12,2009-12-01 09:28:00,0.65,12682.0,France
496944,20966,SANDWICH BATH SPONGE,1,2010-02-04 17:29:00,1.25,14606.0,United Kingdom
501280,20652,BLUE SPOTTY LUGGAGE TAG ,1,2010-03-15 14:13:00,1.25,17841.0,United Kingdom
514823,21906,PHARMACIE FIRST AID TIN,2,2010-07-06 12:19:00,6.75,12730.0,Germany
527754,84580,MOUSE TOY WITH PINK T-SHIRT,2,2010-10-18 17:05:00,3.75,15710.0,United Kingdom
536204,20713,JUMBO BAG OWLS,10,2010-11-30 13:16:00,1.95,15750.0,United Kingdom
498400,22384,LUNCH BAG PINK RETROSPOT,4,2010-02-18 15:33:00,1.65,15005.0,United Kingdom
526217,84563A,PINK & WHITE BREAKFAST TRAY,1,2010-10-10 14:30:00,5.95,14390.0,United Kingdom
501884,90160C,TURQ+RED BOUDICCA LARGE BRACELET,1,2010-03-21 14:04:00,6.95,17611.0,United Kingdom
497808,22030,SWALLOWS GREETING CARD,12,2010-02-12 14:31:00,0.42,17226.0,United Kingdom
502280,46000M,POLYESTER FILLER PAD 45x45cm,12,2010-03-23 16:45:00,1.55,14156.0,EIRE
529522,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2010-10-28 15:37:00,1.25,14303.0,United Kingdom
503824,22177,5 HOOK BLACKBOARD ORGANISER ,1,2010-04-07 15:02:00,9.95,13593.0,United Kingdom
532336,21181,PLEASE ONE PERSON METAL SIGN,12,2010-11-11 15:47:00,2.1,16471.0,United Kingdom
492839,82600,NO SINGING METAL SIGN,3,2009-12-21 11:08:00,2.1,14085.0,United Kingdom
494473,21697,SET 5 MINI DOUGHNUT FRIDGE MAGNET ,12,2010-01-14 14:53:00,1.69,17508.0,Greece
500347,21788,KIDS RAIN MAC BLUE,24,2010-03-07 14:52:00,0.85,15631.0,United Kingdom
508079,22435,SET OF 9 HEART SHAPED BALLOONS,10,2010-05-12 16:42:00,1.25,17092.0,United Kingdom
525860,22633,HAND WARMER UNION JACK,12,2010-10-07 13:19:00,2.1,13089.0,United Kingdom
527935,22625,RED KITCHEN SCALES,1,2010-10-19 13:38:00,8.5,16719.0,United Kingdom
527759,21181,PLEASE ONE PERSON METAL SIGN,24,2010-10-18 17:11:00,2.1,14572.0,United Kingdom
527445,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2010-10-18 09:33:00,1.95,14741.0,United Kingdom
536182,22600,CHRISTMAS RETROSPOT STAR WOOD,12,2010-11-30 12:25:00,0.85,18260.0,United Kingdom
493432,85132B,CHARLIE AND LOLA TABLE TINS,2,2010-01-04 12:30:00,9.95,14680.0,United Kingdom
533469,22457,NATURAL SLATE HEART CHALKBOARD ,4,2010-11-17 12:36:00,2.95,16016.0,United Kingdom
536618,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,24,2010-12-02 10:17:00,4.25,17017.0,United Kingdom
490142,37503,TEA TIME CAKE STAND IN GIFT BOX,6,2009-12-04 08:36:00,10.75,14258.0,United Kingdom
491998,21041,RED SPOTTY OVEN GLOVE DOUBLE,6,2009-12-15 11:09:00,2.95,16858.0,United Kingdom
517977,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2010-08-03 14:23:00,2.95,16938.0,United Kingdom
513769,22711,WRAP CIRCUS PARADE,25,2010-06-28 13:44:00,0.42,12701.0,Germany
523586,22470,HEART OF WICKER LARGE,40,2010-09-23 08:54:00,2.55,14648.0,United Kingdom
490636,82585,SWEET VALENCIA CANDLE+CUP,4,2009-12-07 12:08:00,1.25,13564.0,United Kingdom
535787,22969,HOMEMADE JAM SCENTED CANDLES,12,2010-11-28 14:14:00,1.45,13295.0,United Kingdom
503060,21260,FIRST AID TIN,2,2010-03-29 16:28:00,3.25,13412.0,United Kingdom
526746,85099B,JUMBO BAG RED RETROSPOT,10,2010-10-13 09:20:00,1.95,13985.0,United Kingdom
514355,22553,PLASTERS IN TIN SKULLS,10,2010-07-01 16:48:00,1.65,17589.0,United Kingdom
498757,20754,RETRO RED SPOTTY WASHING UP GLOVES,2,2010-02-22 16:49:00,2.1,14030.0,United Kingdom
515012,22026,BANQUET BIRTHDAY  CARD  ,12,2010-07-07 16:14:00,0.42,15581.0,United Kingdom
503355,21741,COSY SLIPPER SHOES LARGE GREEN,12,2010-03-31 13:40:00,2.95,12913.0,United Kingdom
510936,22090,PAPER BUNTING RETRO SPOTS,12,2010-06-04 10:35:00,2.95,12701.0,Germany
C517067,37500,TEA TIME TEAPOT IN GIFT BOX,-4,2010-07-26 13:42:00,9.95,16555.0,United Kingdom
496058,21710,FOLDING UMBRELLA  PINK/WHITE  SPOT,4,2010-01-28 15:17:00,4.95,17115.0,United Kingdom
511853,22073,RED RETROSPOT STORAGE JAR,8,2010-06-11 08:08:00,3.39,14298.0,United Kingdom
490609,21479,WHITE SKULL HOT WATER BOTTLE ,3,2009-12-07 11:39:00,3.75,14037.0,United Kingdom
502758,21928,JUMBO BAG SCANDINAVIAN PAISLEY,100,2010-03-26 13:45:00,1.65,14646.0,Netherlands
524207,20702,PINK PADDED MOBILE,6,2010-09-28 10:35:00,4.25,12648.0,Germany
526089,22294,HEART FILIGREE DOVE  SMALL,24,2010-10-08 12:14:00,1.25,15281.0,United Kingdom
498401,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,2010-02-18 15:44:00,1.65,17469.0,United Kingdom
496551,21437,24 HANGING EASTER EGGS FLORAL TUB,1,2010-02-02 13:13:00,3.75,13975.0,United Kingdom
506258,22090,PAPER BUNTING RETRO SPOTS,6,2010-04-28 14:25:00,2.95,15738.0,United Kingdom
531566,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2010-11-09 10:29:00,1.69,14902.0,United Kingdom
530753,84406B,CREAM CUPID HEARTS COAT HANGER,8,2010-11-04 11:56:00,3.25,12949.0,United Kingdom
525974,22948,METAL DECORATION NAUGHTY CHILDREN ,24,2010-10-08 10:23:00,0.85,14769.0,United Kingdom
520207,21054,NURSE'S BAG SOFT TOY,2,2010-08-24 16:14:00,8.95,15666.0,United Kingdom
495546,21790,VINTAGE SNAP CARDS,6,2010-01-25 15:54:00,0.85,13206.0,United Kingdom
536974,20749,ASSORTED COLOUR MINI CASES,2,2010-12-03 13:59:00,7.95,12682.0,France
504717,22605,WOODEN CROQUET GARDEN SET,4,2010-04-16 10:49:00,10.95,16098.0,United Kingdom
509985,48138,DOOR MAT UNION FLAG,2,2010-05-26 14:43:00,7.49,12681.0,France
532799,21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,2,2010-11-14 14:49:00,4.95,14599.0,United Kingdom
535953,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2,2010-11-29 12:13:00,3.75,15039.0,United Kingdom
534109,21934,SKULL SHOULDER BAG,10,2010-11-21 12:09:00,1.65,14293.0,United Kingdom
526510,21056,DOCTOR'S BAG SOFT TOY,4,2010-10-12 10:53:00,8.95,13299.0,United Kingdom
527657,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2010-10-18 14:12:00,3.75,16141.0,United Kingdom
524611,85114B,IVORY ENCHANTED FOREST PLACEMAT,6,2010-09-30 09:37:00,1.65,13078.0,United Kingdom
529888,21915,RED  HARMONICA IN BOX ,3,2010-10-31 14:06:00,1.25,16595.0,United Kingdom
494679,22179,SET 10 LIGHTS NIGHT OWL,2,2010-01-18 10:23:00,6.75,12877.0,United Kingdom
502925,20729,RED SPOTTY CANDY BAG,1,2010-03-29 14:19:00,1.25,17841.0,United Kingdom
523513,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,6,2010-09-22 12:38:00,2.75,17850.0,United Kingdom
489562,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,1,2009-12-01 13:07:00,4.95,17998.0,United Kingdom
