nim,angkatan,fakultas,program_studi,jenis_kelamin,asal_provinsi,jalur_masuk,ukt_kelompok,beasiswa,tahun_ajaran,semester,mata_kuliah,sks,nilai_huruf,bobot_nilai,kehadiran_persen,nilai_tugas,nilai_uts,nilai_uas
23130001,2023,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,SNBP,6,Tidak,2022/2023,Ganjil,Kekuatan Material,2,AB,3.5,94,75.8,69.5,58.9
23130001,2023,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,SNBP,6,Tidak,2022/2023,Ganjil,Fisika Dasar IA,4,BC,2.5,77,58.1,69.7,65.9
23130001,2023,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,SNBP,6,Tidak,2022/2023,Ganjil,Manajemen Proyek,4,BC,2.5,82,59.9,51.3,49.2
23130001,2023,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,SNBP,6,Tidak,2022/2023,Ganjil,Pengantar Rekayasa,3,A,4.0,96,89.3,85.8,71.0
23130001,2023,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,SNBP,6,Tidak,2022/2023,Ganjil,Termodinamika,2,B,3.0,81,74.5,77.9,66.1
23130001,2023,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,SNBP,6,Tidak,2022/2023,Genap,Manajemen Proyek,3,B,3.0,87,64.3,57.3,82.9
23130001,2023,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,SNBP,6,Tidak,2022/2023,Genap,Olahraga,3,A,4.0,90,84.4,90.0,89.3
23130001,2023,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,SNBP,6,Tidak,2022/2023,Genap,Etika Profesi,3,B,3.0,78,71.4,80.6,68.1
23130001,2023,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,SNBP,6,Tidak,2022/2023,Genap,Fisika Dasar IA,4,A,4.0,92,63.7,87.9,85.7
23130001,2023,FTMD,Teknik Mesin,Laki-laki,Jawa Barat,SNBP,6,Tidak,2022/2023,Genap,Kerja Praktik,3,B,3.0,94,72.7,48.4,69.3
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2021/2022,Ganjil,Pancasila,3,A,4.0,92,80.9,71.9,79.0
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2021/2022,Ganjil,Etika Profesi,3,AB,3.5,93,82.4,70.0,85.9
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2021/2022,Ganjil,Manajemen Proyek,3,B,3.0,83,79.3,60.9,67.6
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2021/2022,Ganjil,Tugas Akhir II,4,B,3.0,82,54.9,66.4,69.8
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2021/2022,Ganjil,Etika Profesi,3,B,3.0,74,68.7,52.9,65.6
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2021/2022,Ganjil,Kimia Dasar IA,3,B,3.0,72,60.7,62.3,72.0
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2021/2022,Genap,Fisika Dasar IIA,4,A,4.0,98,86.4,82.6,84.1
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2021/2022,Genap,Kimia Dasar IA,3,C,2.0,74,51.2,50.3,80.9
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2021/2022,Genap,Etika Profesi,3,B,3.0,84,71.1,64.9,54.6
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2021/2022,Genap,Bahasa Inggris,3,A,4.0,85,88.0,85.2,71.1
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2022/2023,Ganjil,Manajemen Proyek,3,A,4.0,94,73.4,85.5,100.0
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2022/2023,Ganjil,Tugas Akhir I,3,BC,2.5,84,56.1,59.1,54.6
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2022/2023,Ganjil,Olahraga,2,BC,2.5,93,61.6,47.8,66.7
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2022/2023,Ganjil,Etika Profesi,4,BC,2.5,78,73.8,50.9,57.5
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2022/2023,Genap,Metodologi Penelitian,2,AB,3.5,96,68.9,76.6,94.4
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2022/2023,Genap,Fisika Dasar IIA,4,C,2.0,84,56.0,55.1,63.9
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2022/2023,Genap,Etika Profesi,4,BC,2.5,86,47.6,61.1,61.8
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2022/2023,Genap,Pengantar Rekayasa,4,B,3.0,89,75.8,62.5,75.9
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2022/2023,Genap,Kerja Praktik,3,B,3.0,70,67.8,88.3,79.2
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2023/2024,Ganjil,Tugas Akhir I,2,BC,2.5,88,63.9,46.5,68.1
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2023/2024,Ganjil,Pengantar Rekayasa,4,A,4.0,87,75.6,87.1,87.1
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2023/2024,Ganjil,Agama,3,A,4.0,87,100.0,77.4,75.7
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2023/2024,Ganjil,Kalkulus II,4,BC,2.5,87,55.1,58.2,65.8
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2023/2024,Genap,Kimia Dasar IA,3,B,3.0,89,80.0,69.6,90.8
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2023/2024,Genap,Manajemen Proyek,3,B,3.0,76,89.7,70.9,57.6
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2023/2024,Genap,Manajemen Proyek,4,BC,2.5,94,63.7,55.1,68.4
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2023/2024,Genap,Tugas Akhir I,3,AB,3.5,91,74.7,62.8,57.1
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2023/2024,Genap,Bahasa Inggris,3,B,3.0,82,73.0,65.1,51.2
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2024/2025,Ganjil,Etika Profesi,2,B,3.0,70,75.4,59.7,74.1
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2024/2025,Ganjil,Metodologi Penelitian,3,B,3.0,77,62.0,71.1,77.9
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2024/2025,Ganjil,Manajemen Proyek,3,A,4.0,85,89.8,63.0,70.1
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2024/2025,Ganjil,Fisika Dasar IIA,2,AB,3.5,86,79.8,76.8,100.0
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2024/2025,Ganjil,Agama,2,A,4.0,86,91.4,87.1,90.1
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2024/2025,Ganjil,Tugas Akhir I,4,B,3.0,72,73.5,56.4,64.6
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2024/2025,Genap,Olahraga,2,B,3.0,88,72.4,91.2,49.3
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2024/2025,Genap,Manajemen Proyek,3,AB,3.5,92,64.5,68.5,90.5
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2024/2025,Genap,Manajemen Proyek,4,B,3.0,95,62.6,60.4,79.4
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2024/2025,Genap,Pancasila,3,B,3.0,73,71.0,66.3,61.4
21120002,2021,FTTM,Teknik Perminyakan,Perempuan,Jawa Barat,SNBT,8,Tidak,2024/2025,Genap,Tugas Akhir I,2,A,4.0,98,90.1,59.7,87.2
24100003,2024,SITH,Mikrobiologi,Laki-laki,Sumatera Utara,SNBT,8,Tidak,2021/2022,Ganjil,Kalkulus II,2,B,3.0,76,62.6,64.4,75.0
24100003,2024,SITH,Mikrobiologi,Laki-laki,Sumatera Utara,SNBT,8,Tidak,2021/2022,Ganjil,Tugas Akhir II,3,B,3.0,74,59.4,62.3,63.3
24100003,2024,SITH,Mikrobiologi,Laki-laki,Sumatera Utara,SNBT,8,Tidak,2021/2022,Ganjil,Metodologi Penelitian,3,C,2.0,67,68.0,56.0,38.7
24100003,2024,SITH,Mikrobiologi,Laki-laki,Sumatera Utara,SNBT,8,Tidak,2021/2022,Ganjil,Fisika Dasar IIA,3,B,3.0,72,86.5,76.4,51.3
24100003,2024,SITH,Mikrobiologi,Laki-laki,Sumatera Utara,SNBT,8,Tidak,2021/2022,Genap,Tugas Akhir I,2,BC,2.5,85,65.7,46.4,60.9
24100003,2024,SITH,Mikrobiologi,Laki-laki,Sumatera Utara,SNBT,8,Tidak,2021/2022,Genap,Fisika Dasar IIA,3,B,3.0,82,60.7,64.2,29.2
24100003,2024,SITH,Mikrobiologi,Laki-laki,Sumatera Utara,SNBT,8,Tidak,2021/2022,Genap,Kalkulus II,4,C,2.0,60,48.1,36.1,69.7
24100003,2024,SITH,Mikrobiologi,Laki-laki,Sumatera Utara,SNBT,8,Tidak,2021/2022,Genap,Manajemen Proyek,3,C,2.0,74,42.6,46.3,63.4
24100003,2024,SITH,Mikrobiologi,Laki-laki,Sumatera Utara,SNBT,8,Tidak,2021/2022,Genap,Kalkulus I,3,D,1.0,79,49.3,39.6,28.2
24100003,2024,SITH,Mikrobiologi,Laki-laki,Sumatera Utara,SNBT,8,Tidak,2021/2022,Genap,Fisika Dasar IA,3,BC,2.5,92,60.6,50.6,59.8
24100003,2024,SITH,Mikrobiologi,Laki-laki,Sumatera Utara,SNBT,8,Tidak,2021/2022,Genap,Agama,4,BC,2.5,95,63.4,66.4,81.6
24170004,2024,FSRD,Desain Produk,Laki-laki,NTB,SNBP,5,Tidak,2021/2022,Ganjil,Metodologi Penelitian,3,A,4.0,90,66.8,76.2,89.5
24170004,2024,FSRD,Desain Produk,Laki-laki,NTB,SNBP,5,Tidak,2021/2022,Ganjil,Kalkulus II,2,BC,2.5,86,58.9,58.9,58.0
24170004,2024,FSRD,Desain Produk,Laki-laki,NTB,SNBP,5,Tidak,2021/2022,Ganjil,Tugas Akhir II,2,BC,2.5,75,62.0,56.8,46.9
24170004,2024,FSRD,Desain Produk,Laki-laki,NTB,SNBP,5,Tidak,2021/2022,Ganjil,Manajemen Proyek,2,B,3.0,72,72.6,74.7,77.6
24170004,2024,FSRD,Desain Produk,Laki-laki,NTB,SNBP,5,Tidak,2021/2022,Genap,Tugas Akhir II,2,C,2.0,55,48.3,58.5,60.1
24170004,2024,FSRD,Desain Produk,Laki-laki,NTB,SNBP,5,Tidak,2021/2022,Genap,Fisika Dasar IIA,3,BC,2.5,88,61.8,71.1,53.8
24170004,2024,FSRD,Desain Produk,Laki-laki,NTB,SNBP,5,Tidak,2021/2022,Genap,Tugas Akhir II,3,B,3.0,80,65.0,61.2,79.8
24170004,2024,FSRD,Desain Produk,Laki-laki,NTB,SNBP,5,Tidak,2021/2022,Genap,Agama,4,AB,3.5,91,81.9,84.4,75.6
24170004,2024,FSRD,Desain Produk,Laki-laki,NTB,SNBP,5,Tidak,2021/2022,Genap,Kerja Praktik,3,B,3.0,80,65.4,67.9,66.4
24150005,2024,FTSL,Teknik Lingkungan,Laki-laki,Jawa Timur,SNBT,8,Tidak,2021/2022,Ganjil,Kalkulus I,4,B,3.0,72,61.4,85.6,55.8
24150005,2024,FTSL,Teknik Lingkungan,Laki-laki,Jawa Timur,SNBT,8,Tidak,2021/2022,Ganjil,Etika Profesi,3,BC,2.5,86,65.1,61.7,63.3
24150005,2024,FTSL,Teknik Lingkungan,Laki-laki,Jawa Timur,SNBT,8,Tidak,2021/2022,Ganjil,Kerja Praktik,3,B,3.0,81,74.2,61.4,75.2
24150005,2024,FTSL,Teknik Lingkungan,Laki-laki,Jawa Timur,SNBT,8,Tidak,2021/2022,Ganjil,Tugas Akhir II,4,BC,2.5,77,69.0,57.1,51.3
24150005,2024,FTSL,Teknik Lingkungan,Laki-laki,Jawa Timur,SNBT,8,Tidak,2021/2022,Genap,Pengantar Rekayasa,2,BC,2.5,87,68.1,56.1,54.9
24150005,2024,FTSL,Teknik Lingkungan,Laki-laki,Jawa Timur,SNBT,8,Tidak,2021/2022,Genap,Bahasa Inggris,3,B,3.0,91,72.4,61.8,64.8
24150005,2024,FTSL,Teknik Lingkungan,Laki-laki,Jawa Timur,SNBT,8,Tidak,2021/2022,Genap,Etika Profesi,2,B,3.0,74,58.7,52.7,61.7
24150005,2024,FTSL,Teknik Lingkungan,Laki-laki,Jawa Timur,SNBT,8,Tidak,2021/2022,Genap,Tugas Akhir I,3,B,3.0,73,68.3,77.5,76.1
24150005,2024,FTSL,Teknik Lingkungan,Laki-laki,Jawa Timur,SNBT,8,Tidak,2021/2022,Genap,Manajemen Proyek,3,B,3.0,74,66.2,53.2,66.1
24150005,2024,FTSL,Teknik Lingkungan,Laki-laki,Jawa Timur,SNBT,8,Tidak,2021/2022,Genap,Metodologi Penelitian,3,B,3.0,89,67.7,53.8,71.3
23150006,2023,FTSL,Teknik Kelautan,Laki-laki,DKI Jakarta,SNBT,8,Tidak,2021/2022,Ganjil,Fisika Dasar IA,2,AB,3.5,95,78.5,78.1,70.4
23150006,2023,FTSL,Teknik Kelautan,Laki-laki,DKI Jakarta,SNBT,8,Tidak,2021/2022,Ganjil,Etika Profesi,4,A,4.0,93,84.7,80.6,75.3
23150006,2023,FTSL,Teknik Kelautan,Laki-laki,DKI Jakarta,SNBT,8,Tidak,2021/2022,Ganjil,Kerja Praktik,2,A,4.0,99,86.6,92.3,94.1
23150006,2023,FTSL,Teknik Kelautan,Laki-laki,DKI Jakarta,SNBT,8,Tidak,2021/2022,Ganjil,Olahraga,3,A,4.0,98,78.9,88.7,87.2
23150006,2023,FTSL,Teknik Kelautan,Laki-laki,DKI Jakarta,SNBT,8,Tidak,2021/2022,Genap,Fisika Dasar IIA,2,A,4.0,96,78.5,71.6,77.8
23150006,2023,FTSL,Teknik Kelautan,Laki-laki,DKI Jakarta,SNBT,8,Tidak,2021/2022,Genap,Fisika Dasar IA,3,BC,2.5,74,50.9,45.5,56.9
23150006,2023,FTSL,Teknik Kelautan,Laki-laki,DKI Jakarta,SNBT,8,Tidak,2021/2022,Genap,Kimia Dasar IA,3,A,4.0,86,100.0,89.5,78.1
23150006,2023,FTSL,Teknik Kelautan,Laki-laki,DKI Jakarta,SNBT,8,Tidak,2021/2022,Genap,Tugas Akhir I,3,B,3.0,95,77.3,56.3,95.3
23150006,2023,FTSL,Teknik Kelautan,Laki-laki,DKI Jakarta,SNBT,8,Tidak,2022/2023,Ganjil,Tugas Akhir I,3,A,4.0,96,81.2,62.9,100.0
23150006,2023,FTSL,Teknik Kelautan,Laki-laki,DKI Jakarta,SNBT,8,Tidak,2022/2023,Ganjil,Pancasila,4,A,4.0,98,94.9,64.1,77.8
23150006,2023,FTSL,Teknik Kelautan,Laki-laki,DKI Jakarta,SNBT,8,Tidak,2022/2023,Ganjil,Manajemen Proyek,4,A,4.0,89,82.8,73.1,89.9
23150006,2023,FTSL,Teknik Kelautan,Laki-laki,DKI Jakarta,SNBT,8,Tidak,2022/2023,Ganjil,Agama,4,AB,3.5,92,76.5,74.6,83.8
23150006,2023,FTSL,Teknik Kelautan,Laki-laki,DKI Jakarta,SNBT,8,Tidak,2022/2023,Genap,Bahasa Inggris,4,A,4.0,92,76.0,64.7,100.0
23150006,2023,FTSL,Teknik Kelautan,Laki-laki,DKI Jakarta,SNBT,8,Tidak,2022/2023,Genap,Kerja Praktik,3,A,4.0,88,79.0,95.5,86.4
23150006,2023,FTSL,Teknik Kelautan,Laki-laki,DKI Jakarta,SNBT,8,Tidak,2022/2023,Genap,Kalkulus I,3,A,4.0,86,85.5,100.0,100.0
23150006,2023,FTSL,Teknik Kelautan,Laki-laki,DKI Jakarta,SNBT,8,Tidak,2022/2023,Genap,Metodologi Penelitian,4,AB,3.5,92,87.6,81.8,96.3
23150006,2023,FTSL,Teknik Kelautan,Laki-laki,DKI Jakarta,SNBT,8,Tidak,2022/2023,Genap,Manajemen Proyek,2,B,3.0,84,78.2,79.5,51.6
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2021/2022,Ganjil,Olahraga,3,D,1.0,84,38.6,47.4,58.8
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2021/2022,Ganjil,Tugas Akhir I,3,BC,2.5,70,68.9,40.0,35.5
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2021/2022,Ganjil,Etika Profesi,2,C,2.0,66,57.7,52.3,29.8
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2021/2022,Ganjil,Metodologi Penelitian,2,C,2.0,66,43.8,59.0,58.7
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2021/2022,Genap,Fisika Dasar IIA,3,C,2.0,70,41.7,34.1,45.0
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2021/2022,Genap,Kerja Praktik,3,BC,2.5,86,56.8,66.8,58.4
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2021/2022,Genap,Kerja Praktik,2,C,2.0,62,46.4,35.7,40.6
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2021/2022,Genap,Tugas Akhir I,3,D,1.0,77,58.9,42.7,34.8
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2022/2023,Ganjil,Metodologi Penelitian,3,BC,2.5,72,56.4,52.9,64.7
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2022/2023,Ganjil,Tugas Akhir I,4,BC,2.5,80,58.5,54.2,59.4
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2022/2023,Ganjil,Manajemen Proyek,3,D,1.0,57,20.0,46.1,51.9
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2022/2023,Ganjil,Pancasila,3,BC,2.5,79,63.3,59.4,95.6
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2022/2023,Genap,Manajemen Proyek,2,B,3.0,91,65.3,53.7,47.1
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2022/2023,Genap,Kerja Praktik,4,BC,2.5,91,51.2,40.8,49.4
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2022/2023,Genap,Metodologi Penelitian,3,D,1.0,61,57.8,52.2,44.3
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2022/2023,Genap,Tugas Akhir II,3,B,3.0,79,70.6,57.9,88.2
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2022/2023,Genap,Pengantar Rekayasa,3,BC,2.5,70,52.3,56.1,50.0
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2022/2023,Genap,Kimia Dasar IA,3,D,1.0,63,48.7,59.8,24.6
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2023/2024,Ganjil,Tugas Akhir II,3,BC,2.5,95,55.6,53.3,53.7
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2023/2024,Ganjil,Kerja Praktik,4,C,2.0,60,46.9,37.1,49.8
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2023/2024,Ganjil,Metodologi Penelitian,3,C,2.0,68,52.8,43.6,47.7
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2023/2024,Ganjil,Etika Profesi,3,BC,2.5,90,66.7,50.2,63.9
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2023/2024,Ganjil,Manajemen Proyek,3,BC,2.5,72,49.3,65.3,54.7
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2023/2024,Ganjil,Tugas Akhir I,4,BC,2.5,94,54.8,40.2,41.3
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2023/2024,Ganjil,Pancasila,2,BC,2.5,79,63.7,49.9,69.3
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2023/2024,Genap,Pancasila,4,D,1.0,54,44.0,31.5,36.7
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2023/2024,Genap,Kimia Dasar IA,3,BC,2.5,90,48.8,49.7,67.7
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2023/2024,Genap,Kalkulus I,3,D,1.0,74,50.1,31.3,49.8
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2023/2024,Genap,Kalkulus II,3,B,3.0,77,49.8,58.2,76.5
22100007,2022,SITH,Mikrobiologi,Laki-laki,Jawa Tengah,SNBT,4,Tidak,2023/2024,Genap,Agama,2,BC,2.5,92,62.1,50.7,60.2
24120008,2024,FTTM,Teknik Pertambangan,Laki-laki,Sumatera Barat,Mandiri,5,Tidak,2021/2022,Ganjil,Fisika Dasar IIA,4,B,3.0,89,75.2,72.7,68.2
24120008,2024,FTTM,Teknik Pertambangan,Laki-laki,Sumatera Barat,Mandiri,5,Tidak,2021/2022,Ganjil,Etika Profesi,3,BC,2.5,94,53.1,58.4,51.5
24120008,2024,FTTM,Teknik Pertambangan,Laki-laki,Sumatera Barat,Mandiri,5,Tidak,2021/2022,Ganjil,Kimia Dasar IA,4,BC,2.5,89,80.9,70.1,60.4
24120008,2024,FTTM,Teknik Pertambangan,Laki-laki,Sumatera Barat,Mandiri,5,Tidak,2021/2022,Ganjil,Manajemen Proyek,4,B,3.0,86,70.2,49.2,61.4
24120008,2024,FTTM,Teknik Pertambangan,Laki-laki,Sumatera Barat,Mandiri,5,Tidak,2021/2022,Ganjil,Metodologi Penelitian,3,D,1.0,85,39.9,42.1,62.9
24120008,2024,FTTM,Teknik Pertambangan,Laki-laki,Sumatera Barat,Mandiri,5,Tidak,2021/2022,Genap,Bahasa Inggris,3,BC,2.5,78,63.0,70.0,38.2
24120008,2024,FTTM,Teknik Pertambangan,Laki-laki,Sumatera Barat,Mandiri,5,Tidak,2021/2022,Genap,Manajemen Proyek,3,BC,2.5,92,70.0,46.1,77.5
24120008,2024,FTTM,Teknik Pertambangan,Laki-laki,Sumatera Barat,Mandiri,5,Tidak,2021/2022,Genap,Etika Profesi,3,BC,2.5,78,61.5,68.2,92.1
24120008,2024,FTTM,Teknik Pertambangan,Laki-laki,Sumatera Barat,Mandiri,5,Tidak,2021/2022,Genap,Olahraga,3,B,3.0,87,71.2,61.2,59.1
24120008,2024,FTTM,Teknik Pertambangan,Laki-laki,Sumatera Barat,Mandiri,5,Tidak,2021/2022,Genap,Agama,2,AB,3.5,89,68.9,72.4,70.0
24120008,2024,FTTM,Teknik Pertambangan,Laki-laki,Sumatera Barat,Mandiri,5,Tidak,2021/2022,Genap,Tugas Akhir II,2,B,3.0,92,68.9,73.5,60.1
24120008,2024,FTTM,Teknik Pertambangan,Laki-laki,Sumatera Barat,Mandiri,5,Tidak,2021/2022,Genap,Etika Profesi,2,BC,2.5,76,50.9,51.9,63.3
24130009,2024,FTMD,Teknik Dirgantara,Laki-laki,Jawa Barat,SNBT,7,Tidak,2021/2022,Ganjil,Tugas Akhir II,3,B,3.0,82,72.3,75.9,70.3
24130009,2024,FTMD,Teknik Dirgantara,Laki-laki,Jawa Barat,SNBT,7,Tidak,2021/2022,Ganjil,Kalkulus I,4,A,4.0,98,78.8,67.6,63.7
